MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB
PADLED-22560,Wakefield Thermal,LED Heat Sinks & Thermal Substrates,"LED Heat Sinks & Thermal Substrates Heat Sink, PAD LED, 225mm Diameter, 60mm Height",,225 mm,,,5245.7
PADLED-165100,Wakefield Thermal,LED Heat Sinks & Thermal Substrates,"LED Heat Sinks & Thermal Substrates Heat Sink, PAD LED, 165mm Diameter, 100mm Height",,165 mm,,,3668.49
20265,Vicor,Thermal Interface Products,Thermal Interface Products ICRO THERMATE QTY 1 piece = pack of 10,,,,,1676.75
53-78-1ACG,Aavid,Thermal Interface Products,Thermal Interface Products Thermalsil III Insulator Pad/Film for TO-220,,,,,105.84
TGP 40000SF-0.080-00-0606,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.080"" Thickness, Thermexit, IDH 2972781",40 W/m-K,,6 mm,6 mm,7898.94
TGP40000SF-0.080-01-0606-NA,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.080"" Thickness, Thermexit",40 W/m-K,,6 mm,6 mm,8597.61
TGP40000SF-0.060-01-0606-NA,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.060"" Thickness, Thermexit",40 W/m-K,,6 mm,6 mm,7304.85
TGP 40000SF-0.020-00-0406,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 4x6"" Sheet, 0.020"" Thickness, Thermexit, IDH 2972783",40 W/m-K,,4 mm,6 mm,1929.06
TGP40000SF-0.020-01-0406-NA,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 4 x 6"" Sheet, Tacky Pad, 0.020"" Thickness, Thermexit",40 W/m-K,,4 mm,6 mm,2121.84
SP1500ST-0.008-02-1012,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, Conductive, Soft, 10""x12"" Sheet, 0.008"" Thickness, Tack Both Sides",,,,,1367.42
TGP12000ULM-0.125-00-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 12W/m-K, Ultra-Low Modulus, 8""x8"" Sheet, 0.125"" Thickness, TGP12000ULM",12 W/m-K,,,,21165.17
TGP6000ULM-0.060-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.060"" Thickness, TGP6000ULM, IDH 2195667",6 W/m-K,,,,9366.21
SP1100ST-0.012-02-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, Insulating, Conductive, Soft Tack, 12""x12"" Sheet, 0.012"" Thickness",,,,,1640.84
GPHC3.0-0.040-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.040"" Thickness, TGPHC3000/HC 3.0, IDH 2167920",,,,,1634.85
TGP6000ULM-0.040-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.040"" Thickness, TGP6000ULM, IDH 2195666",6 W/m-K,,,,6789.83
A17084-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 12x18in, G",,,12 mm,18 mm,686.7
R6HG11050ZA,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, TGP5000/5000S35, R6HG11050ZA",,,,,273.42
GPVOUS-0.125-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.125"" Thickness, 1 Side Tack, TGP1000VOUS/VO Ultra Soft",,,,,1871.42
GPVOUS-0.160-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.160"" Thickness TGP1000VOUS/VO Ultra Soft, IDH 2166004",,,,,2691.68
GPVOUS-0.200-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.200"" Thickness TGP1000VOUS/VO Ultra Soft, IDH 2166005",,,,,2960.69
A15421-32,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TGARD 5000,A0",,,,,1310.4
GPVOUS-0.250-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.250"" Thickness TGP1000VOUS/VO Ultra Soft, IDH 2166014",,,,,2961.0
TGP40000SF-0.125-01-0606-NA,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.125"" Thickness, Thermexit",40 W/m-K,,6 mm,6 mm,12858.62
TGP 40000SF-0.125-00-0606,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.125"" Thickness, Thermexit, IDH 2964638",40 W/m-K,,6 mm,6 mm,11689.97
TGP 40000SF-0.040-00-0606,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.040"" Thickness, Thermexit, IDH 2972782",40 W/m-K,,6 mm,6 mm,5389.65
GP5000S35-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.125"" Thickness, TGP5000/5000S35",,,,,4790.84
A15996-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX 740 DC1 9"" X 9""",,,,,4276.13
A17634-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD360 DC1 9.00x9.00 in,,,9.00 mm,9.00 mm,1222.83
GP5000S35-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.080"" Thickness, TGP5000/5000S35, IDH 2166513",,,,,3735.59
SPA1500-0.010-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Elastomeric Material, 12""x12"" Sheet, 0.010"" Thickness, Sil-Pad TSPA2000/A1500",,,,,1539.09
36967,Vicor,Thermal Interface Products,"Thermal Interface Products Thermal Pad 0.007"" Brick ACFront",,,,,1982.93
SPT400-12-11-25,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Heat Sink Pads, Silicone Based, Thermally Conductive Tubes, IDH 2188863",,,,,11.97
A18444-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,5.00",,,9 mm,9 mm,17009.69
374524B00023G,Aavid,Heat Sinks,"Heat Sinks Heat Sink for Metal/Ceramic BGA Packages, Square, Pin Fin, No Pad",,,,,75.6
SP400-0.009-00-51,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, 17.45x14.27mm, Sil-Pad TSP900/400, IDH 2191246",,14.27 mm,17.45 mm,14.27 mm,14.49
SP1500ST-0.008-02-54,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulating, Conductive, Soft Tack, 0.008"" Thickness, SIL PAD TSP1800ST/1500ST",,,,,14.81
SP1200-0.009-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Elastomeric Material, 12""x12"" Sheet, 0.009"" Thickness, Sil-Pad TSP1800/1200",,,,,892.08
SP400-0.009-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 12"" x 12"" Sheet, 0.009"" Thickness, Sil-Pad TSP900/400, IDH 2167743",,,,,511.56
A17751-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD91000 18x18,,,18 mm,18 mm,17950.91
SuperThermal-B132-10-02-1500-1500,Aavid,Thermal Interface Products,"Thermal Interface Products SuperThermal Pad, 13.2 W/mK Conductivity, 1mm Thick, 2-Side Adhesive, 150x150mm",13.2 W/m-K,1 mm,150 mm,150 mm,6497.51
A15037103,Laird Technologies,Thermal Interface Products,Thermal Interface Products TO-220 Insltr H0.125 T-gard 5000-A1,,,,,25.52
GP3000S30-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Soft, 8""x16"" Sheet, 0.080"" Thickness, TGP3000/3000S30",,,,,2889.81
SPK10-0.006-00-11.512,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 11.5""x12"" Sheet, 0.006"" Thickness, SIL PAD TSPK1300/K-10",,,,,1046.12
SPA1500-0.010-AC-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, Elastomeric Material, 12""x12"" Sheet, 0.010"" Thickness, 1 Side Adhesive",,,,,2819.25
TGP10000ULM-0.040-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.040"" Thickness, TGP10000ULM, IDH 2591008",10 W/m-K,,,,7814.21
SP400-0.009-AC-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 12""x12"" Sheet, 0.009"" Thickness, 1 Side Adhesive, Sil-Pad TSP900/400",,,,,1628.24
04308,Vicor,Thermal Interface Products,Thermal Interface Products THERMO PAD MINI MOD,,,,,147.42
A17633-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3140 9x9,,,9 mm,9 mm,2302.34
A14561-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 570 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,2511.5
TGP6000ULM-0.100-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.100"" Thickness, TGP6000ULM, IDH 2196912",6 W/m-K,,,,12227.67
A15322-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 320 18x18"" 1.2W/mK",1.2 W/m-K,,18 mm,18 mm,1627.29
GPHC3.0-0.010-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.010"" Thickness, TGPHC3000/HC 3.0, IDH 2167953",,,,,1403.96
GPVOS-0.080-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.080"" Thickness, GAP PAD TGP 800VOS/VO Soft, IDH 2165896",,,,,1394.82
GPVOS-0.200-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.200"" Thickness, GAP PAD TGP 800VOS/VO Soft, IDH 2166565",,,,,3604.23
GPHC3.0-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.080"" Thickness, TGPHC3000/HC 3.0, IDH 2167935",,,,,3183.08
GPVOS-0.125-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.125"" Thickness, GAP PAD TGP 800VOS/VO Soft, IDH 2165897",,,,,1961.51
GPVO-0.060-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.060"" Thickness, GAP PAD TGP 800VO/VO, IDH 2165842",,,,,1737.54
GPVOS-0.060-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.060"" Thickness, GAP PAD TGP 800VOS/VO Soft, IDH 2165884",,,,,1178.42
GP3500ULM-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.100"" Thickness, TGP3500ULM/3500ULM",,,,,4751.78
GPHC3.0-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.100"" Thickness, TGPHC3000/HC 3.0, IDH 2193848",,,,,8277.89
GPHC3.0-0.060-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.060"" Thickness, TGPHC3000/HC 3.0, IDH 2167891",,,,,2243.12
A18171-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tpcm 7400 18x18in,,,18 mm,18 mm,4656.02
GP3500ULM-G-0.020-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.020"" Thickness, Tack and Fiberglass",,,,,1486.17
GP3500ULM-G-0.060-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.060"" Thick, 2 Side Tack, IDH 2191982",,,,,4629.87
A15796-27,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 7100 9x9"" 5.0W/mK gap filler",5.0 W/m-K,,9 mm,9 mm,8157.87
GP3500ULM-G-0.100-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.100"" Thick, 2 Side Tack, IDH 2193351",,,,,6778.49
GP3500ULM-0.060-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.060"" Thickness, TGP3500ULM/3500ULM",,,,,2361.87
GP3500ULM-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.125"" Thickness, TGP3500ULM/3500ULM",,,,,4599.0
SP900S-0.009-AC-137,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, Low-Pressure, 0.009"" Thickness, 1 Side Adhesive, 1.25x1"", TSP1600S/900S",,,1.25 mm,1 mm,21.74
SPA2000-0.015-AC-62,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, 0.015"" Thickness, 1 Side Adhesive, 19.05x15.24mm, TO-220",,15.24 mm,19.05 mm,15.24 mm,40.95
GPVOUS-0.040-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.040"" Thickness, 1 Side Adhesive",,,,,2050.02
GPVOUS-0.080-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.080"" Thickness, 1 Side Tack, TGP1000VOUS/VO Ultra Soft",,,,,1256.85
GP1000SF-0.040-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 8""x16"" Sheet, 0.040"" Thickness, TGP1100SF/1000SF",,,,,4407.8
GPVOUS-0.080-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.080"" Thickness, 1 Side Adhesive, IDH 2166010",,,,,2875.32
GP1500-0.200-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Unreinforced, 8""x16"" Sheet, 0.200"" Thickness, TGP1500/1500",,,,,3431.93
GPVOUS-0.020-00-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.020"" Thickness TGP1000VOUS/VO Ultra Soft, IDH 2191210",,,,,704.03
40001050,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF 1W Rectangle 400x200x5mm,,5 mm,400 mm,200 mm,1953.0
A18494-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Ttape 1050A White Acryllic Thermally Conductive Tape 9"" x 9"" -40C to 125C",,,,,725.13
GP3500ULM-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.008"" Thickness, TGP3500ULM/3500ULM",,,,,4138.79
GPVOUS-0.060-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.060"" Thickness, 1 Side Tack, TGP1000VOUS/VO Ultra Soft",,,,,1115.1
GP1500-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Unreinforced, 8""x16"" Sheet, 0.100"" Thickness, IDH 2166016",,,,,2332.58
SP400-0.009-00-23,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, TSP900/400, 7403-09FR-23, BG95121, IDH 2192653",,,,,19.53
SP400-0.007-AC-102,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.007"" Thickness, 1 Side Adhesive, Sil-Pad TSP900/400, 3223-07AC-102",,,,,13.86
GPVOUS-0.060-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.060"" Thickness, 1 Side Adhesive",,,,,2318.09
GPA2000-0.020-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, High Performance, 8""x16"" Sheet, 0.020"" Thickness, TGPA2000/A2000",,,,,2809.49
SF400-505005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF400, silicone- based, 50x50x0.5 mm",,0.5 mm,50 mm,50 mm,681.66
SP400-0.009-00-24,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, TSP900/400, 7403-09FR-24, BG96428, IDH 2192723",,,,,20.48
TGP7000ULM-0.040-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.040"" Thickness, TGP7000ULM, IDH 2261480",7 W/m-K,,,,4084.29
GPA3000-0.020-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Reinforced, 8""x16"" Sheet, 0.020"" Thickness, 1 Side Tack",,,,,2812.01
SP400-0.009-00-57,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, TSP900/400, 7403-09FR-57, BG95092, IDH 2167705",,,,,15.44
SP1000-0.009-00-103,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, No Adhesive, 0.75x0.8"", 0.16"" Diameter Hole",,,0.75 mm,0.8 mm,48.51
A17916-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX B270,,,,,458.96
GP2200SF-0.060-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.060"" Thickness, GAP PAD TGP2200SF/2200SF",,,,,4110.75
GP2200SF-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.125"" Thickness, GAP PAD TGP2200SF/2200SF",,,,,4438.04
GP2200SF-0.040-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.040"" Thickness, GAP PAD TGP2200SF/2200SF",,,,,2026.08
GPVOUS-0.250-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.250"" Thickness, 1 Side Adhesive",,,,,7419.51
SF600G-202005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF600G, silicone- based, 20x20x0.5 mm",,0.5 mm,20 mm,20 mm,1560.2
GP2000S40-0.060-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.060"" Thickness, 2 Side Tack, TGP2000/2000S40",,,,,3183.39
GP2000S40-0.100-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.100"" Thickness, 2 Side Tack, TGP2000/2000S40",,,,,4611.29
GP2000S40-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.125"" Thickness, 2 Side Tack, TGP2000/2000S40",,,,,5953.19
GP2200SF-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.080"" Thickness, GAP PAD TGP2200SF/2200SF",,,,,4777.92
SPK10-0.006-AC-58,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, 0.006"" Thickness, 1 Side Adhesive, 19.05x12.70mm, TSPK1300/K-10",,12.70 mm,19.05 mm,12.70 mm,27.41
SP1200-0.012-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Elastomeric Material, 12""x12"" Sheet, 0.012"" Thickness, Sil-Pad TSP1800/1200",,,,,1988.6
A17883-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD83000 9x9,,,9 mm,9 mm,6756.44
SF100S-707005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF100S, silicone- based, 70x70x0.5 mm",,0.5 mm,70 mm,70 mm,156.56
SPA2000-0.015-00-54,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.015"" Thickness, No Adhesive, 0.750x0.500"", Sil-Pad TSPA3000/A2000",,,0.750 mm,0.500 mm,28.04
GP7000ULM-0.100-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Silicone Thermal Interface, 7 W/m-K Thermal Conductivity, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.100"" Thickness, GAP PAD TGP 7000ULM Series, IDH 2474876",7 W/m-K,,,,7399.04
AF100-204005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, AF100, non-silicone- based, 20x40x0.5 mm",,0.5 mm,20 mm,40 mm,358.47
A17634-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD370 DC1 9.00x9.00 in,,,9.00 mm,9.00 mm,1386.63
SF600G-414505,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF600G, silicone- based, 41.25x45x0.5 mm",,0.5 mm,41.25 mm,45 mm,1920.87
GP2000S40-0.040-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.040"" Thickness, 2 Side Tack, TGP2000/2000S40",,,,,1448.69
SF600G-313005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF600G, silicone- based, 31.25x30x0.5 mm",,0.5 mm,31.25 mm,30 mm,1708.88
A10237-21,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 502 80 FG2 9x9"" 3W/mK XSoft",3 W/m-K,,9 mm,9 mm,7176.02
SF600G-404005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF600G, silicone- based, 40x40x0.5 mm",,0.5 mm,40 mm,40 mm,2026.71
SPA2000-0.015-00-58,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.015"" Thickness, No Adhesive, 0.750x0.500"", Sil-Pad TSPA3000/A2000",,,0.750 mm,0.500 mm,27.09
SF100S-204005,Same Sky,Thermal Interface Products,"Thermal Interface Products Thermal interface material, SF100S, silicone- based, 20x40x0.5 mm",,0.5 mm,20 mm,40 mm,202.55
BP660P-0.008-00-1112,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Film Reinforced, Adhesive Tape, 11x12"" Sheet, 0.008"" Thickness, 1 Side Adhesive",,,11 mm,12 mm,962.01
